client_msg_id,type,text,user,ts,team,user_team,source_team,user_profile,attachments,blocks,channel_name,subtype,reactions,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,parent_user_id,edited,purpose,x_files,hidden,bot_id,bot_profile,old_name,name
5bf56972-c421-4d08-8f14-1af9a35e67eb,message,"two upcoming conferences:
• finovatefall sept 13 to 15 both in-person and virtual - <https://informaconnect.com/finovatefall/>
• mlconf sept 10 in-person - <https://mlconf.com/event/mlconf-nyc/>
note that these are paid conferences; there are a number of other fintech events that are free or low-cost that are coming up this fall/winter but sharing these in case anyone is interested or has a work budget for these",U023R27V74N,1628730500.0042,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '425d563aaa26', 'image_72': 'https://avatars.slack-edge.com/2021-06-03/2157666542976_425d563aaa26ba0d6182_72.jpg', 'first_name': 'Julia', 'real_name': 'Julia Kim', 'display_name': 'Julia - INSTRUCTOR', 'team': 'T024JBZ7VTJ', 'name': 'juliajuleskim', 'is_restricted': False, 'is_ultra_restricted': False}","[{'title': 'FinovateFall fintech event', 'title_link': 'https://informaconnect.com/finovatefall/', 'text': 'See the future of fintech. Meet senior fintech attendees and witness cutting-edge banking and financial technology in a unique, short-form, demo format. Get advice and insights from financial trailblazers. 50+ companies demoing. 90+ expert speakers. Countless opportunities. Digital passes available.', 'fallback': 'FinovateFall fintech event', 'thumb_url': 'https://knect365.imgix.net/uploads/Animated-Image-F-Fall--2-034d35dfd90aae055ac227f0cfdae4b5.png?auto=compress&fit=max&w=400', 'from_url': 'https://informaconnect.com/finovatefall/', 'thumb_width': 400, 'thumb_height': 225, 'service_icon': 'https://informaconnect.com/tenants/informaconnect/favicon.png', 'service_name': 'informaconnect.com', 'id': 1, 'original_url': 'https://informaconnect.com/finovatefall/'}]","[{'type': 'rich_text', 'block_id': 'XF1K', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'two upcoming conferences:\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'finovatefall sept 13 to 15 both in-person and virtual - '}, {'type': 'link', 'url': 'https://informaconnect.com/finovatefall/'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'mlconf sept 10 in-person - '}, {'type': 'link', 'url': 'https://mlconf.com/event/mlconf-nyc/'}]}], 'style': 'bullet', 'indent': 0, 'border': 0}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '\nnote that these are paid conferences; there are a number of other fintech events that are free or low-cost that are coming up this fall/winter but sharing these in case anyone is interested or has a work budget for these'}]}]}]",fintech,,,,,,,,,,,,,,,,,,,,,,
2f74859f-3d4b-4b0b-a666-aaa289787dae,message,"also two free virtual expos sept 29-30:
• blockchain expo - <https://blockchain-expo.com/northamerica/>
• ai and big data expo - <https://www.ai-expo.net/northamerica/>",U023R27V74N,1628732740.0059,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '425d563aaa26', 'image_72': 'https://avatars.slack-edge.com/2021-06-03/2157666542976_425d563aaa26ba0d6182_72.jpg', 'first_name': 'Julia', 'real_name': 'Julia Kim', 'display_name': 'Julia - INSTRUCTOR', 'team': 'T024JBZ7VTJ', 'name': 'juliajuleskim', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Blockchain Expo North America', 'title': 'Blockchain Expo North America 2021 | Technology Conference', 'title_link': 'https://blockchain-expo.com/northamerica/', 'text': 'Blockchain Expo - Santa Clara. Virtual Blockchain Conference &amp; Exhibition exploring Blockchain and bitcoin technologies across industries.', 'fallback': 'Blockchain Expo North America: Blockchain Expo North America 2021 | Technology Conference', 'thumb_url': 'https://blockchain-expo.com/northamerica/wp-content/uploads/2020/04/Blockchain-website-social-picture-400x200-1.jpg', 'fields': [{'title': 'Estimated reading time', 'value': '5 minutes', 'short': True}], 'from_url': 'https://blockchain-expo.com/northamerica/', 'thumb_width': 400, 'thumb_height': 200, 'service_icon': 'https://blockchain-expo.com/northamerica/wp-content/uploads/2018/08/cropped-blockchain-icon-180x180.png', 'id': 1, 'original_url': 'https://blockchain-expo.com/northamerica/'}, {'service_name': 'AI &amp; Big Data Expo North America - Conference &amp; Exhibition', 'title': 'AI &amp; Big Data Expo North America Virtual', 'title_link': 'https://www.ai-expo.net/northamerica/', 'text': 'Discover more about AI &amp; Big Data Expo North America Virtual', 'fallback': 'AI &amp; Big Data Expo North America - Conference &amp; Exhibition: AI &amp; Big Data Expo North America Virtual', 'thumb_url': 'https://www.ai-expo.net/northamerica/wp-content/uploads/2019/08/AI-HOME.png', 'fields': [{'title': 'Estimated reading time', 'value': '6 minutes', 'short': True}], 'from_url': 'https://www.ai-expo.net/northamerica/', 'thumb_width': 1200, 'thumb_height': 628, 'service_icon': 'https://www.ai-expo.net/northamerica/wp-content/uploads/2018/08/ai-big-data-icon-1.png', 'id': 2, 'original_url': 'https://www.ai-expo.net/northamerica/'}]","[{'type': 'rich_text', 'block_id': 'FK8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'also two free virtual expos sept 29-30:\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'blockchain expo - '}, {'type': 'link', 'url': 'https://blockchain-expo.com/northamerica/'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ai and big data expo - '}, {'type': 'link', 'url': 'https://www.ai-expo.net/northamerica/'}]}], 'style': 'bullet', 'indent': 0, 'border': 0}]}]",fintech,,,,,,,,,,,,,,,,,,,,,,
,message,<@U023TR6SGJZ> has joined the channel,U023TR6SGJZ,1622723149.0002,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,<@U023QT9923G> has joined the channel,U023QT9923G,1622733161.0002,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,<@U023R27V74N> has joined the channel,U023R27V74N,1622734925.0004,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
0affe36c-6e47-411d-a2f9-2c8be07d0820,message,the columbia center of ai is having a symposium (free) on october 18th if you are interested: <https://www.eventbrite.com/e/cait-inaugural-symposium-tickets-170360727522>,U023R27V74N,1633026995.0099,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '425d563aaa26', 'image_72': 'https://avatars.slack-edge.com/2021-06-03/2157666542976_425d563aaa26ba0d6182_72.jpg', 'first_name': 'Julia', 'real_name': 'Julia Kim', 'display_name': 'Julia - INSTRUCTOR', 'team': 'T024JBZ7VTJ', 'name': 'juliajuleskim', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Eventbrite', 'title': 'CAIT Inaugural Symposium', 'title_link': 'https://www.eventbrite.com/e/cait-inaugural-symposium-tickets-170360727522', 'text': 'The Inaugural Annual CAIT Symposium will bring together AI researchers and experts from across academia, industry, and government.', 'fallback': 'Eventbrite: CAIT Inaugural Symposium', 'image_url': 'https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F150566709%2F520589457641%2F1%2Foriginal.20210916-132807?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=74%2C0%2C1518%2C759&s=f4af2b0997eed7eb3e9588aa42f34b8e', 'from_url': 'https://www.eventbrite.com/e/cait-inaugural-symposium-tickets-170360727522', 'image_width': 500, 'image_height': 250, 'image_bytes': 70157, 'service_icon': 'https://cdn.evbstatic.com/s3-build/205563-rc2021-09-29_16.04-f747f99/django/images/touch_icons/apple-touch-icon-180x180.png', 'id': 1, 'original_url': 'https://www.eventbrite.com/e/cait-inaugural-symposium-tickets-170360727522'}]","[{'type': 'rich_text', 'block_id': '4VM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'the columbia center of ai is having a symposium (free) on october 18th if you are interested: '}, {'type': 'link', 'url': 'https://www.eventbrite.com/e/cait-inaugural-symposium-tickets-170360727522'}]}]}]",fintech,,"[{'name': 'muscle', 'users': ['U025DPVSGBT'], 'count': 1}]",,,,,,,,,,,,,,,,,,,,
DA2A9773-68A6-4B42-B1F5-0AB1C0606CDE,message,"Y’all, free diy NFT class kicking off at 12pm est!!

<https://buildspace.so/build-nfts|https://buildspace.so/build-nfts>",U025DPVSGBT,1632670201.0081,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': 'bc10e17d41f8', 'image_72': 'https://avatars.slack-edge.com/2021-07-05/2235669255990_bc10e17d41f8ca77e52e_72.jpg', 'first_name': 'Shannon', 'real_name': 'Shannon Li', 'display_name': 'Shannon Li', 'team': 'T024JBZ7VTJ', 'name': 'shannonli', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'BuildSpace', 'title': 'Hack together some epic NFTs.', 'title_link': 'https://buildspace.so/build-nfts', 'text': ""If you're a developer curious about NFTs, this is perfect. Programmatically create your own NFT collection, write some smart contracts in Solidity, and build your own web3 dApp to let friends connect their wallets and interact w/ your NFTs."", 'fallback': 'BuildSpace: Hack together some epic NFTs.', 'image_url': 'https://api.typedream.com/v0/document/public/2d0c8065-54d9-4ef5-b87f-2b6635a3d540_Group_209_2_png.png', 'from_url': 'https://buildspace.so/build-nfts', 'image_width': 476, 'image_height': 250, 'image_bytes': 539333, 'service_icon': 'https://api.typedream.com/v0/document/public/85f0e644-2e01-4d12-a692-7af649f43bfe_image_4_png.png', 'id': 1, 'original_url': 'https://buildspace.so/build-nfts'}]","[{'type': 'rich_text', 'block_id': '63P', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Y’all, free diy NFT class kicking off at 12pm est!!\n'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://buildspace.so/build-nfts', 'text': 'https://buildspace.so/build-nfts'}]}]}]",fintech,,"[{'name': '+1', 'users': ['U024J6725K8', 'U025GLTLJBE', 'U025E9FJVNU'], 'count': 3}, {'name': 'heart', 'users': ['U024R294XHV', 'U024GNX9CGM'], 'count': 2}]",,,,,,,,,,,,,,,,,,,,
7FE32927-8069-448D-B5B1-A9FB66082AFD,message,"Anyone interested in next generation APIs here is a client of vectorspace. They don’t do crypto yet. Meh. But a good resource. 

<https://www.sigtech.com/platform/data|https://www.sigtech.com/platform/data>",U024R294XHV,1633522661.0111,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '676cb13848f6', 'image_72': 'https://avatars.slack-edge.com/2021-06-30/2241702247217_676cb13848f63743718a_72.jpg', 'first_name': '', 'real_name': 'Julia Milin', 'display_name': 'Julia Milin', 'team': 'T024JBZ7VTJ', 'name': 'juliamilin', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'SigTech', 'title': 'Data', 'title_link': 'https://www.sigtech.com/platform/data', 'text': 'The SigTech platform allows you to research, implement and deploy cross-asset strategies on a single end-to-end platform.', 'fallback': 'SigTech: Data', 'image_url': 'https://www.sigtech.com/uploads/images/_1200x630_crop_center-center_82_none/Updated-Website-Image-Multi-Asset-Data_2021-09-17-152127_ujtn.png?mtime=1631892088', 'image_width': 476, 'image_height': 250, 'from_url': 'https://www.sigtech.com/platform/data', 'image_bytes': 86893, 'service_icon': 'https://www.sigtech.com/favicon.ico', 'id': 1, 'original_url': 'https://www.sigtech.com/platform/data'}]","[{'type': 'rich_text', 'block_id': 'XbCc', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Anyone interested in next generation APIs here is a client of vectorspace. They don’t do crypto yet. Meh. But a good resource. \n'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://www.sigtech.com/platform/data', 'text': 'https://www.sigtech.com/platform/data'}]}]}]",fintech,,"[{'name': 'fire', 'users': ['U025DPVSGBT', 'U023R27V74N'], 'count': 2}]",,,,,,,,,,,,,,,,,,,,
fb703761-514c-4e85-a41c-81c8306a145b,message,"<https://medium.com/derivadex/what-are-perpetual-swaps-130236587df2>

Wild things happening with asset vehicles in the crypto world- if anyone has any familiarity with perp swaps would love to chat in the DMs",U025DPVSGBT,1633617186.0124,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': 'bc10e17d41f8', 'image_72': 'https://avatars.slack-edge.com/2021-07-05/2235669255990_bc10e17d41f8ca77e52e_72.jpg', 'first_name': 'Shannon', 'real_name': 'Shannon Li', 'display_name': 'Shannon Li', 'team': 'T024JBZ7VTJ', 'name': 'shannonli', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Medium', 'title': 'What are perpetual swaps?', 'title_link': 'https://medium.com/derivadex/what-are-perpetual-swaps-130236587df2', 'text': 'Perpetual swaps have quickly become the most popular way to trade cryptocurrencies. Given how popular they are, it might be a little…', 'fallback': 'Medium: What are perpetual swaps?', 'image_url': 'https://miro.medium.com/max/1200/1*fMCpBQa-imxjZCsODmGa6A.png', 'fields': [{'title': 'Reading time', 'value': '10 min read', 'short': True}], 'ts': 1592178567, 'from_url': 'https://medium.com/derivadex/what-are-perpetual-swaps-130236587df2', 'image_width': 1200, 'image_height': 217, 'image_bytes': 32208, 'service_icon': 'https://miro.medium.com/fit/c/152/152/1*sHhtYhaCe2Uc3IU0IgKwIQ.png', 'id': 1, 'original_url': 'https://medium.com/derivadex/what-are-perpetual-swaps-130236587df2'}]","[{'type': 'rich_text', 'block_id': '6Rw5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://medium.com/derivadex/what-are-perpetual-swaps-130236587df2'}, {'type': 'text', 'text': '\n\nWild things happening with asset vehicles in the crypto world- if anyone has any familiarity with perp swaps would love to chat in the DMs'}]}]}]",fintech,,"[{'name': 'orange_heart', 'users': ['U024GNX9CGM'], 'count': 1}]",,,,,,,,,,,,,,,,,,,,
cf458988-7dac-47c6-9782-c798a4775ab1,message,<https://www.fastcompany.com/90669744/spotify-trends-stock-market>,U023R27V74N,1630342050.0002,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '425d563aaa26', 'image_72': 'https://avatars.slack-edge.com/2021-06-03/2157666542976_425d563aaa26ba0d6182_72.jpg', 'first_name': 'Julia', 'real_name': 'Julia Kim', 'display_name': 'Julia - INSTRUCTOR', 'team': 'T024JBZ7VTJ', 'name': 'juliajuleskim', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Fast Company', 'title': 'Spotify listening trends are eerily correlated with the market’s highs and lows', 'title_link': 'https://www.fastcompany.com/90669744/spotify-trends-stock-market', 'text': 'Financial markets are often affected by emotions, and new research found that measuring “music sentiment” on Spotify predicted the market’s movement.', 'fallback': 'Fast Company: Spotify listening trends are eerily correlated with the market’s highs and lows', 'image_url': 'https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2021/08/p-1-spotify-listening-trends-are-eerily-correlated-with-the-stock-marketand8217s-highs-and-lows.png', 'image_width': 444, 'image_height': 250, 'ts': 1630335631, 'from_url': 'https://www.fastcompany.com/90669744/spotify-trends-stock-market', 'image_bytes': 315147, 'service_icon': 'https://www.fastcompany.com/apple-touch-icon.png?v=5', 'id': 1, 'original_url': 'https://www.fastcompany.com/90669744/spotify-trends-stock-market'}]","[{'type': 'rich_text', 'block_id': 'UriP', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.fastcompany.com/90669744/spotify-trends-stock-market'}]}]}]",fintech,,,,,,,,,,,,,,,,,,,,,,
